Debug019_aegypti_El_Dorado_Argentina_U_10	Debug019_aegypti_El_Dorado_Argentina_U_11	Debug019_aegypti_El_Dorado_Argentina_U_2	Debug019_aegypti_El_Dorado_Argentina_U_4	Debug019_aegypti_El_Dorado_Argentina_U_5	Debug031_aegypti_El_Dorado_US_U_24	Debug031_aegypti_El_Dorado_US_U_25	Debug031_aegypti_El_Dorado_US_U_26	Debug031_aegypti_El_Dorado_US_U_28	Debug031_aegypti_El_Dorado_US_U_29	Debug031_aegypti_El_Dorado_US_U_30	Debug031_aegypti_El_Dorado_US_U_31	Debug016_aegypti_Cali_Colombia_U_10	Debug016_aegypti_Cali_Colombia_U_11	Debug016_aegypti_Cali_Colombia_U_12	Debug016_aegypti_Cali_Colombia_U_5	Debug016_aegypti_Cali_Colombia_U_8	Debug016_aegypti_Cali_Colombia_U_9	Amacuzac_Mexico-_12	Amacuzac_Mexico-_15	Amacuzac_Mexico-_21	Amacuzac_Mexico-_2	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8
15452	30748	21415	26577	27550	31400	30167	26711	20984	24739	28745	18073	15036	13908	16044	23574	24342	19589	38118	27645	38924	45107	30260	22120	18236	32226	20663	19391	21210	27521	29726	25914	24734	20819	25316
17049	25886	18428	23748	26060	30442	35834	18084	20012	22063	32100	16465	8327	9954	15358	18754	12935	13623	26708	15098	13970	21416	33246	13102	3017	20174	14728	10136	6708	20460	19271	17005	17316	17681	20390
14606	12620	11493	11034	9616	20051	21122	21818	11868	15562	14009	11184	15515	15710	8268	15673	18335	14426	27841	27459	43418	34653	16508	23709	20062	24270	12838	14552	22295	18449	19436	20329	11692	16674	12169
16119	19827	20200	20959	16674	20931	24811	19163	15300	17889	20234	13705	14214	12273	13509	14314	21587	14351	32486	29922	48159	31170	26715	18422	14920	20316	14768	13118	16069	17128	19914	20807	13414	17665	16851
1713612	2269516	1874247	2341465	2420767	2795093	2771314	2366531	1884858	1992321	2944880	1541645	1798354	1833481	1572347	1912257	2322873	2134789	3868974	3371196	4521303	4104273	3002447	1957039	2139292	2905831	1866498	1751866	2095597	2334187	2809453	2302487	1951268	2173895	1977650
848652	1017810	850465	1008936	1014368	1192655	1174517	1126905	771069	912804	1217156	678131	854352	852829	820310	984053	1242151	896880	1691227	1454871	2207858	1971043	1360726	925295	935874	1418432	929554	855541	1016282	1152789	1203336	1030622	868966	930761	1040398
39084	60625	51466	58925	58942	71423	72957	71116	43934	49464	75603	37211	43289	40498	37644	44294	62282	52282	80948	82785	118592	98076	65192	51266	53244	78955	46724	43268	55086	58040	73528	58592	43243	54567	47082
170203	180636	186383	213611	206850	237899	237949	229632	171177	199140	232970	81014	189874	205502	236939	299930	285277	161821	277142	269902	318012	302536	224119	160933	189374	212387	165440	165244	190119	197174	330289	245665	150326	177306	242791
34030	46278	33173	37718	55931	51585	45660	46227	32406	39191	47593	14043	29234	34214	28779	32152	42127	36822	68610	58236	93671	77359	52586	48297	58207	54832	44555	49473	46815	54639	54358	52126	40043	43179	40467
46558	60740	38857	60695	57344	78279	72696	63408	45062	42158	59340	40402	42353	43626	35925	45628	60702	45925	92411	87130	127704	117251	75525	52578	51939	72829	57277	50132	59108	69165	76501	69343	51535	53154	49402
588426	744319	638770	786670	710572	484098	629797	744146	571949	680062	809057	493619	370831	254696	232427	295951	367326	307372	1105341	924110	1361805	1105984	780391	608266	421392	777404	578839	359053	606975	553903	808059	724570	478518	631724	505225
1919756	2964071	2360792	3072455	2746100	3594695	3330393	2729474	2463176	2920082	3683803	1889700	2275965	2498778	2216238	2259668	3078340	2357620	5754897	4945176	7887325	6387433	3809551	2884491	3510604	4668834	3088346	2547511	3400920	3844287	3708624	3532530	2690067	2708819	2946820
1217474	1798084	1381601	1573135	1542429	1704324	1891473	1758237	1183709	1373611	1722280	1026396	986128	1090444	916950	1139549	1513500	1324811	2220706	2122742	3040729	2534346	1854530	1225277	1339168	1687481	1260545	1131735	1373899	1582478	1772982	1555282	1044011	1391794	1201548
633231	878225	689593	717710	715384	1236826	1245106	1184625	794354	947113	1151936	606541	686394	710949	659171	708165	992273	757797	1729109	1572122	2141267	1826539	1160810	825390	960133	1273521	907038	758488	1040346	1201251	1172463	880794	737281	875255	786422
53106	90301	69087	90206	86998	114044	104596	84817	63400	71962	84264	58099	58971	68176	54105	58900	90674	60455	154007	146426	199726	152288	114243	67411	77241	108368	80536	73195	95939	99153	89771	99342	71106	80434	78809
231586	338248	259851	330672	357178	419207	398552	386948	255196	296407	354393	245351	237073	246108	233692	272189	396461	311293	547707	483514	728695	627370	410915	303874	315540	422893	302461	260869	325025	393484	406595	358097	264513	319124	273766
7564	14288	11210	10535	9507	14341	15699	13241	9588	8857	13194	5018	8779	8572	7465	6990	10445	9780	23333	20235	28519	23437	15180	10099	9322	12696	10347	9585	14654	11498	15980	11449	6596	10615	9808
26333	30437	27798	35297	30119	47852	46352	43033	23842	26060	34317	23772	20874	26698	23674	24959	40209	25248	50158	68680	73100	65685	41589	25639	32252	48655	38872	26327	33192	37977	45286	41361	29221	36982	27601
289721	318769	253658	339115	350051	429703	408241	366819	256381	312806	361607	229028	251650	251911	249982	310865	365834	307881	603111	508491	781147	666349	416579	380074	355851	485028	330301	296925	352823	410934	458576	369852	238451	331715	290065
30262	41951	39208	42424	40751	62345	58234	52738	35161	40157	52250	34250	30657	39352	39348	48836	57838	43178	73230	65333	100798	103043	56490	60026	55272	63956	49830	37876	56131	60274	68892	50027	30801	39189	39147
12862	13207	13425	13717	15390	23450	19166	18133	12751	14700	17783	11740	13012	13575	9472	9908	19224	11685	21962	19945	29764	22580	17079	13397	16381	17017	17807	14937	21745	15853	24086	20164	8800	15223	8746
105940	117013	111321	131042	133760	181652	195179	135023	107162	138741	164726	88859	108352	109080	112961	121026	175314	143725	242866	209233	307734	271009	173292	158330	127072	193220	129576	117708	148319	167753	181652	153884	104291	147245	116227
886235	1004199	946658	1000032	1005875	1415462	1452530	1247592	894654	1047347	1256915	718358	868475	874786	837980	1057920	1329786	1014309	2037200	1737496	2668234	2247117	1401524	1128442	1196862	1634137	1097882	1070889	1209121	1384970	1515360	1260267	893556	1109489	1065269
96734	163165	88222	124593	125289	153591	134091	100388	100686	128093	161980	94751	88374	91367	52069	46638	91250	100346	149245	184784	265262	311714	200298	155291	118496	180463	118437	99799	99438	101746	185294	169330	80864	116507	126624
43680	50312	41952	53707	54175	62373	71191	64483	38982	50647	71692	41758	37592	35373	36586	36739	57641	44697	80647	81616	107336	84838	63648	37708	45749	66092	44996	37037	50647	66533	61644	60722	44577	50157	40241
125926	172349	114979	170463	179028	205353	193544	188769	116203	138380	180796	106925	114566	103392	100906	121111	193593	132974	279176	240857	355767	294271	206607	154337	157500	210887	158218	139024	156152	183252	192646	158656	109672	152333	135403
76621	136444	89227	131318	128358	82821	89995	106247	45862	46425	55486	68422	52714	57224	59867	90438	93767	67352	134552	127936	171537	158685	95202	84693	72328	103320	79728	73917	79436	100635	100838	88845	63960	80939	77647
458703	693477	433179	580574	529299	738937	721797	555126	577899	678548	863850	567717	539902	572145	411479	491817	697975	749258	928292	991145	1843670	1702834	1140892	829953	684796	899099	623209	554247	492373	583680	1113199	1024949	363097	769043	805140
202436	241735	205318	219802	214937	305138	298535	286274	202921	248801	331950	214271	226063	219247	175308	204526	315084	241893	399756	404403	618263	497147	381937	264067	263967	359645	275774	215760	314887	346425	374182	323163	231000	263499	230826
489782	574988	465718	533627	565142	684962	732066	690522	497524	564478	729265	409409	415588	434651	342522	429549	573920	516423	948021	910966	1259636	977052	773078	494135	547602	681678	485170	459503	576343	620716	714779	686337	473275	545105	522066
1587	2828	9206	10667	9512	16751	14223	10749	4710	3494	15509	4680	7375	7702	11613	12410	18754	2901	17000	22765	24163	40426	14586	12449	9665	27646	7505	6187	12368	11250	31328	12606	3921	2648	1438
68997	93371	39469	73606	80188	17199	18520	85787	7444	10159	12955	33865	29033	26786	23588	28494	43885	30194	93623	59883	83193	102104	48186	40703	50028	69436	39851	45311	38584	45569	49651	51650	34114	35056	32913
2078008	2612288	2036630	2598028	2503006	2951609	2901276	2964831	1993599	2380955	2771589	1688424	1911309	2001400	1447512	1695384	2236949	2251737	3886846	3377471	5683460	4372922	3035641	2014583	2319988	2885616	2229355	1655378	2312814	2819181	3200826	2924325	1698931	2288970	2155211
13028	17022	12664	15122	18329	20879	23188	18182	11147	14861	13915	10532	11126	13981	10588	13723	20882	12909	30242	24357	32125	29187	24287	13973	18863	18102	11245	16552	17979	15464	16534	22159	13037	14948	13995
748139	952937	734034	890415	911227	1265972	1180978	949942	679896	778283	970909	585145	739175	755181	589320	674692	1098643	817941	1599018	1391264	1789669	1721488	998621	856232	750846	1199141	785011	767641	905430	1030801	1010663	862213	727530	727844	683709
22533	29839	27254	31659	28753	46269	41921	34601	25329	31644	42268	25294	26897	29557	18449	19342	34431	27826	53480	49164	70359	58638	41106	28951	27290	40402	33729	31301	32400	40325	46047	37242	21159	24999	28810
16767	17212	15157	17191	20138	22023	23079	20186	16130	17272	21203	11278	10031	13470	14540	19667	17470	14164	34764	30667	43662	28958	24003	17653	12582	29633	20789	20095	22820	23207	29234	20720	20412	21081	14712
15936	27027	15957	20441	25259	27658	26067	19760	18206	17231	21528	11951	19255	17980	15360	22905	29327	15405	36625	32869	47320	42650	28907	23863	20486	32873	19762	20914	25294	23542	29180	25236	21020	19027	19945
10406	15062	14427	14266	18224	21465	17776	23762	13530	15756	21750	14564	11325	12486	9773	14803	18471	13625	24897	26643	38828	28115	20307	17213	16539	21517	15851	13701	21127	22462	22573	18178	15317	16356	13682
14158	20755	13601	22427	18274	21189	21335	20348	17939	18913	22153	9350	13520	14076	11541	12941	16304	11974	28817	24318	38744	35293	23137	16825	17432	23619	18415	17267	18337	18654	24471	20474	12965	18926	17140
658954	850075	700436	821196	833224	571621	810462	728932	663045	749552	889240	551715	553368	534428	384800	475518	489029	634288	871176	855883	1648913	1118901	982883	709925	531250	857546	639950	439282	768066	647571	918679	813278	425388	531707	573386
36931	47724	32896	49233	49371	59852	53977	56665	34736	36473	47769	32364	36327	35573	24019	38453	50780	35019	73747	73707	101082	86852	56814	46540	43925	55635	50635	35985	44596	54632	74778	59903	32629	43352	35480
22726	29955	24562	28398	33414	32499	35735	32060	20783	24497	31425	22009	19043	24800	23619	20057	32741	27057	51915	46262	66073	60906	41777	28654	28488	42021	25606	23748	33992	38009	39612	37327	24430	31458	27400
940304	995833	904620	1121316	1117809	1457390	1511524	1254038	929889	1087942	1141097	788297	895876	930294	835845	974935	1305104	1041334	1917722	1747347	2400219	2244668	1325995	1082785	796555	1577283	1049804	823979	966507	1277569	1400710	1251356	684466	999974	893338
191454	224264	184219	222559	227156	316803	329442	264188	183903	228259	240418	182142	196500	219787	163444	202452	248417	239509	412372	383424	571608	484922	309777	235147	214427	343824	241748	176383	227923	294706	309547	301504	168395	221216	190597
76629	83435	73995	93234	83141	176032	181445	103974	116540	138963	138979	93431	88797	100034	114626	130632	119024	128562	219150	232991	350479	264872	163379	142611	74706	202337	135811	89249	121261	161092	188945	157585	72138	92828	102429
2898284	3597382	3171823	3601766	3645761	5419193	5465816	4030424	3369158	4052915	4030597	2734167	3311402	3487390	2933984	3447360	4420632	3854476	6260378	6038887	9438127	7696118	4840112	3720496	3288798	5351727	3975181	3114683	4195440	5042470	5147655	4821933	2946968	3255260	3372724
17904	23761	18427	22583	20205	26285	24449	18462	13235	18353	24345	16483	16789	19151	14274	16245	21917	18942	27855	25021	45669	41326	19423	16291	19721	30651	17455	14444	21712	23487	31965	20490	21564	8164	13354
187133	263964	183055	228562	215812	229389	232204	306769	172680	184986	216518	140219	154317	151199	147788	185266	216479	163083	427222	392608	451721	376608	327880	251346	180056	258221	193014	185506	224868	235496	264406	227743	166968	286438	202632
176541	412066	293000	326646	390061	421353	373230	288965	198920	230748	378651	160226	162209	197404	181961	170309	250250	210663	463534	368624	472584	460029	422314	243421	219895	298524	298312	192514	344937	350462	308375	249974	187755	248902	254610
5703105	8763655	6941347	8959113	8023913	12918646	12054188	9212925	7935486	9151536	8131386	6016563	6290240	6726060	6223785	6705917	9451554	6828734	18898095	16154090	19068451	18917971	13015532	8634146	10285922	12802488	8905003	8268549	10543384	11081373	11939894	9205947	7109428	8997265	8454963
1236621	1977439	1893301	2474594	2224201	2251612	2280380	2144459	1961091	2268525	1864242	1257467	1650975	1822277	1720795	1845460	2830844	1692607	4376622	4116881	6016641	4690509	3393762	2317085	2633847	3139144	2230449	1982619	2522880	2728082	3358964	2977466	1911245	2305720	2131699
18287	31099	26400	29658	29574	43352	34306	33595	22167	29362	32868	18423	19472	25196	27610	21100	37365	28381	60235	53695	65040	53437	40758	24268	32789	44768	31656	24203	34602	33781	37821	28565	22994	30541	26762
26256	31704	26889	28531	33820	38319	33765	36959	25836	28967	36335	20090	25475	23354	19145	22633	34711	28810	53700	49871	80093	57140	43428	30948	31124	45440	36571	32415	40409	44924	37821	38478	26313	30137	25731
63446	79289	63166	82681	77719	79675	95040	78894	58183	64552	82843	46419	43547	53489	54120	62181	89802	63244	128816	86874	166688	140838	91298	66522	75362	85412	67248	71579	68626	80338	96610	84868	55982	61826	51104
16200	24151	17868	21636	21516	22905	27483	26408	16538	16830	27310	16884	14976	19663	16896	18088	25566	18303	37125	35727	50165	41622	27727	18375	21931	27858	19086	17168	20230	23571	31152	27226	14684	18467	16852
14564	25006	19431	20922	27223	26662	28100	28489	19264	20214	24004	15186	15379	17529	12959	16708	22749	20208	39245	35149	53588	40391	32663	23370	24426	28564	23894	23446	26939	31193	30177	27623	19199	27212	21372
19753	26799	24616	29377	23496	32304	30883	27465	23983	22334	27558	16856	21421	23012	19394	21721	26658	21595	57591	51525	64449	51310	34219	18801	25624	38818	23005	21957	33977	31291	31185	29612	20388	27329	26173
16816	18735	17014	21998	22953	25958	22106	23977	18015	17518	18134	13458	56681	60342	13873	17566	84327	84204	55575	56205	99385	62477	24084	34557	26889	41050	16463	40675	31427	20114	32093	36243	27342	33241	34620
19365	25930	18329	26033	23157	33914	30595	30259	19778	20094	24459	23057	21708	23727	17132	16863	31401	19510	39003	42077	52950	51164	31369	23538	28920	39235	23485	22110	21578	31781	36348	26941	23545	28207	23078
11173	20222	16799	18907	20694	29255	20610	21392	15525	19769	24066	13232	15383	19926	15499	15697	23562	17864	34378	28198	53007	33635	27534	23997	19345	24959	17513	18883	18606	27614	29940	22817	18070	18055	20353
494690	642763	511698	668502	646445	815192	738998	775872	519006	538755	664071	411283	541585	555099	388287	480510	729542	641062	986060	1052901	1471006	1079847	801878	629804	539639	768832	545677	549909	613869	671527	783339	666719	467068	799831	579606
452929	591474	527262	589699	563709	893847	853972	678894	446441	549737	693194	441512	375700	393575	337775	391007	581951	470664	787841	807407	1078625	873799	608284	496116	503307	622161	467551	419218	471709	622336	656472	565057	382243	592238	434319
1097452	1215069	1060494	1369509	1463460	1509197	1475269	1297229	965438	1126147	1357507	790807	799378	906328	941196	1094028	1445513	923897	1663211	1517957	2315450	2152687	1807271	1076673	1114984	1521755	905267	802509	1264086	1183552	1848422	1305484	877421	965335	872018
354961	443414	390010	442822	397660	501903	479006	442837	344107	547156	396847	290763	280341	265498	259139	305680	323972	255972	525238	579816	770436	714542	568951	345218	353516	494450	269893	264772	374105	355410	589961	426033	221430	275280	352653
141616	180830	193893	206505	217509	262696	256215	190108	176323	202285	185194	123045	173101	180865	125523	148256	255609	153626	259073	356609	314918	363484	308220	230267	195012	244854	172979	106294	195928	199858	302877	202733	157634	118825	158011
51126	178864	130225	68434	78721	90297	85474	72084	49379	55305	63236	115099	60473	60361	44495	51916	74635	80284	129917	106834	151259	133873	108116	84571	92195	81469	94319	82457	93887	111995	109751	92810	65889	82487	70405
80126	108376	94555	100998	106031	140041	127477	130742	90397	96322	119296	68801	87281	100280	82455	87396	141770	92105	181531	164840	226794	189391	131520	107780	97989	132479	100311	82507	99691	122552	122416	117669	85955	101218	80126
193287	248330	193152	250612	247323	294777	295286	251484	195189	224693	232737	160970	206022	212107	222831	276487	353000	178242	330565	428381	410862	353494	286609	256458	213985	249448	206210	173385	194971	228684	294858	225480	144770	188653	164445
812509	1049097	763460	987601	1028822	1168062	1117651	1230061	807566	920239	1258924	819962	683710	701543	816034	964015	1218371	583282	1222256	1429787	1795997	1375020	953060	868244	764708	1012779	615599	642725	743902	832295	1017281	855855	586508	737601	651200
50408	62759	48466	64969	58994	87792	93601	91008	55661	71933	102206	67699	24936	23689	7845	7998	10557	43030	101786	41304	125953	99051	68864	31059	48821	73743	50167	43932	58463	71765	65873	60604	44897	47010	40769
14629	13349	11209	11215	11449	17829	15790	21016	10461	11235	15266	13410	10479	7316	8069	14086	14327	12253	18923	16287	31745	25851	17465	10246	9537	15680	9839	10170	12031	14260	19081	14512	8905	9512	8749
116143	147965	158077	169880	153333	194887	182403	196054	177659	196636	192567	149391	87489	88933	121427	142921	119429	117743	202666	173099	318101	359099	159206	172489	119273	238743	110155	102212	112080	120067	158796	177671	131329	208272	118046
152309	159565	141449	161951	162525	191562	188746	201181	131982	156155	183836	113755	133349	130290	115891	144569	207510	179310	281340	247003	370212	345911	221109	159610	177533	262472	153373	149183	177358	200059	206049	198247	145528	200772	155179
966735	1172412	1077756	1155229	1163565	1684006	1600119	1259900	913209	1045674	1252801	801360	1108995	1114260	734692	856885	1301972	1184872	1673439	1452451	2247982	1918739	2151119	1254242	1348840	1362674	1062766	910883	1090309	1298082	2017553	1440209	847690	1320461	859648
453754	524474	514397	532188	559729	759595	772401	642349	425965	501060	590239	370301	504160	501079	411765	486730	633491	505024	850841	810898	1113438	978222	831202	553570	563329	708013	457956	421088	524708	569399	852425	659845	403735	546310	456506
776292	766251	845877	855002	879218	1169156	1177633	918963	632714	724456	767727	475386	650513	649727	638623	788584	1010901	764404	1456167	1334254	1961460	1653162	1202662	859017	868619	1158289	787555	739099	862526	1003973	1179901	1017386	733333	832282	838116
113666	158761	133532	180490	166439	194447	194649	191057	109054	132367	162537	106510	123063	123984	119285	128137	189929	145080	220992	234282	351151	254881	202058	151466	153773	188694	143547	119941	145699	169890	207875	170525	121968	141444	115622
26586	34562	29468	33487	40403	35741	33494	42615	27796	29881	34262	19158	25313	28005	17457	22695	32767	33496	54745	47270	78315	67114	36200	35852	35637	44799	29370	25372	32592	32635	48994	32528	32495	38338	28837
16848	23619	21763	23297	23256	22800	25845	26790	18035	20976	23684	14248	15941	20111	15104	19084	24088	21988	40914	33256	45178	51842	26882	23805	19226	36078	22375	13962	21837	29293	27204	26658	19925	27124	21667
453371	604680	441378	604472	649736	621127	634510	569175	577819	670695	642948	445302	448426	458080	342638	392200	711486	515620	1391545	931827	1207101	1231740	588327	412470	547138	904627	601422	463889	787482	744987	543017	646032	651388	702518	647576
50643	45647	31624	22680	31670	36467	44645	54840	59845	59086	67096	53980	7570	15023	4366	8978	13220	25682	87335	38179	57809	60391	66999	19622	14938	45306	45591	14119	39059	44158	24194	11208	44518	31323	26024
11708	12960	11084	12813	17794	17238	19633	18372	10239	14654	17472	9134	12790	11357	8054	10333	16198	14321	32336	21762	37177	25929	20051	14875	14036	23128	14223	14476	15667	16349	18028	18713	12732	12709	10966
667579	755641	651755	763082	843005	980630	984979	845308	578637	673099	784784	503420	924567	977095	527605	717307	1116007	942459	1454852	1227429	2331887	1565951	1177956	730662	887703	1136846	994733	930740	783480	1164842	1238952	939347	741919	856308	662746
25993	34930	31348	37327	36799	62892	55774	41791	27515	29158	37053	24920	34904	28369	26614	23842	35887	30037	56958	55517	80364	68202	41855	37127	33607	51437	32694	27393	28380	35388	51792	37434	31233	33821	37915
269949	317269	286803	329730	335169	386432	390300	384471	277352	313900	354071	245969	304426	291855	262541	310201	423049	352606	741074	654671	937968	787811	507948	382723	414002	540628	363114	339855	492940	463691	517055	432850	311225	382366	356440
548154	692887	567700	639525	649752	835259	877726	749614	487382	537662	732524	451030	529918	523554	388715	485390	714219	563852	1121131	942906	1482150	1234059	809282	576342	646619	869712	610757	564871	705699	762014	804968	721021	514811	646807	580555
90413	104139	87178	103388	118474	115973	131180	106512	76674	95785	112157	74792	89857	100335	71228	85768	104565	114059	176625	154417	270411	172297	138852	100533	93380	132646	110520	95940	100594	139831	132815	96546	73111	90973	81256
255695	277253	231020	338107	391619	278533	283857	299861	260458	314119	266411	179165	263354	267503	198937	248615	364990	312930	583918	541100	773156	651882	361402	289895	298036	477359	322452	284481	319554	384898	356754	335490	248890	304584	322387
227543	248753	213856	265554	265984	324303	313974	305798	205777	246574	293779	175744	252811	242465	190833	229321	352209	267902	501115	469954	654219	588972	321308	265614	267543	396134	278453	261638	251441	335827	323535	315733	218272	287456	263566
99202	175730	149593	157691	193609	193561	154091	130206	78469	84026	118128	79100	136012	134603	49315	77809	101157	269955	297650	264127	377645	488727	124341	110441	181515	385999	155941	224704	83161	184604	134968	175692	150461	169747	228533
19369	31635	21242	27595	26860	33714	26454	27712	22056	21908	29412	14974	17342	18878	11125	15336	20358	18291	30784	37324	46800	33014	28602	18662	19337	33303	20436	18332	24475	27695	26011	30227	19264	23098	21603
15614	17957	18572	13702	24466	22432	18013	18898	13129	15281	18731	11113	15774	13556	12677	14496	18400	18593	31034	31615	39752	29968	22743	14994	15917	23781	19030	18894	16599	24143	27924	19583	14801	16880	13607
57764	64987	69523	72241	77984	74710	47422	27536	28122	31010	26910	22957	39806	46599	15461	24520	31244	80563	80725	73461	92196	135252	35618	10173	42688	103579	36034	50510	10200	31596	26498	42051	27945	28403	88027
139600	141840	111552	109887	127097	139536	110975	105560	65408	71624	67756	46047	90114	89553	56848	39680	95302	125300	191299	135927	255680	385616	127409	50701	122141	278905	131573	153154	92037	171819	81708	143174	131707	107632	146680
669218	716958	636943	740051	691767	705559	735377	624055	498729	577474	632184	378108	465522	492778	322215	369748	555765	708839	1175462	1016255	1445935	1543815	596933	482327	773347	1098655	632270	684014	533827	769114	639178	685085	536727	524472	729232
15801	10825	11755	15228	14854	17298	14687	15013	11523	10951	15385	8214	12871	9457	8313	11738	16351	10208	26864	21915	31333	27413	24392	13475	12428	20024	16389	11659	16759	14243	18798	16267	13300	12253	12533
