Debug019_aegypti_El_Dorado_Argentina_U_10	Debug019_aegypti_El_Dorado_Argentina_U_11	Debug019_aegypti_El_Dorado_Argentina_U_2	Debug019_aegypti_El_Dorado_Argentina_U_4	Debug019_aegypti_El_Dorado_Argentina_U_5	Debug031_aegypti_El_Dorado_US_U_24	Debug031_aegypti_El_Dorado_US_U_25	Debug031_aegypti_El_Dorado_US_U_26	Debug031_aegypti_El_Dorado_US_U_28	Debug031_aegypti_El_Dorado_US_U_29	Debug031_aegypti_El_Dorado_US_U_30	Debug031_aegypti_El_Dorado_US_U_31	Debug016_aegypti_Cali_Colombia_U_10	Debug016_aegypti_Cali_Colombia_U_11	Debug016_aegypti_Cali_Colombia_U_12	Debug016_aegypti_Cali_Colombia_U_5	Debug016_aegypti_Cali_Colombia_U_8	Debug016_aegypti_Cali_Colombia_U_9	Amacuzac_Mexico-_12	Amacuzac_Mexico-_15	Amacuzac_Mexico-_21	Amacuzac_Mexico-_2	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-10	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-11	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-16	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-17	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-18	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-20	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-24	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-3	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-4	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-5	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-6	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-7	Debug01-REPREP-05042017-aegy-Amacuzac-Mexico-8
1934255	3018357	2107462	3875585	3166198	2981983	3103609	2680299	1780368	2109738	3323879	2064639	1758335	1758235	2037777	2423300	3433936	2629551	4444606	3565098	6125653	4806860	3991885	2131969	2684435	3490590	3435298	2005520	3327655	3657758	3442039	3203195	2000959	2596973	2016094
26156	39841	37593	36829	35463	41982	39972	35711	29925	33226	20378	29690	31280	26019	13770	30123	40364	38048	67953	54522	54668	1322	31988	42129	1007	1372	41166	1181	23966	48045	45832	48025	35215	18730	20221
21907	33801	21282	46424	38899	54899	56377	46419	29614	29379	51676	28381	24822	26557	18069	27981	33287	29557	54429	33371	45491	1639	27671	37934	1040	2256	38620	680	22560	39831	24291	44149	19002	18457	16870
15339	26107	15243	24275	21508	29265	27065	23450	15166	20119	28432	18185	18331	20590	13418	19850	22178	23293	35249	37742	57097	49032	33216	24511	25945	29527	27135	19085	25325	34611	43032	33666	20246	23680	21821
199301	204164	188111	319077	324422	338549	338631	335476	178976	189290	238022	162019	155802	151226	172186	186234	222101	168538	610656	411287	472259	378018	255838	314526	192667	270896	185228	173480	190450	232767	349279	235373	227489	267580	184408
419563	240590	160803	301440	417197	511834	535149	490758	173002	207926	393880	173140	315285	317826	228431	301767	415278	358673	524784	591363	864596	760903	569814	236111	398501	553956	416693	344900	464792	506841	460046	360409	270043	312511	417352
302873	154309	144344	273834	446254	536950	548209	461430	136130	159099	286884	140380	227167	233857	273911	289336	291595	274777	663428	601918	788088	677694	492680	336360	345373	490506	325738	300998	411910	401430	466131	339913	287559	354392	303705
33119	33914	34877	53319	65919	51213	60902	76223	22700	29986	44472	21265	21044	23077	25260	26123	40309	28983	148368	99617	138529	135000	87907	46452	44367	96305	52020	50755	78843	61242	83872	33417	64397	61187	34546
749210	560304	548088	698834	853628	1009697	1015167	893571	473149	566911	839898	535907	633603	679397	653943	741719	1068110	749673	1422605	1320008	2119492	1708602	1212686	728413	845792	1159406	820876	671054	1010730	1060685	1105881	1069165	733950	747766	821950
9524	19304	12052	21404	14643	21992	22390	13416	13391	16231	17324	11864	11029	13415	10895	11389	20996	12285	30758	26540	36909	29850	24524	16704	17483	22929	19337	10968	16376	18855	17761	19852	14194	17018	13685
10122	11003	9266	11285	16898	22740	22202	14751	14951	14343	8294	5845	11597	10511	9269	9486	14802	10412	27905	24922	34795	22564	19355	12972	12320	14577	14056	12160	14282	16821	17755	17323	9457	16484	11809
1542320	1731501	1461578	1675661	1707152	2273853	2225455	2119022	1441617	1662878	1854190	1293560	1059081	1080171	1568926	1927767	2457636	1911218	2492779	2237461	4189115	2792484	1704615	1402501	1506567	1932079	1614966	1332048	1491024	1677432	1765450	1753197	1161459	1434089	1187308
244297	169483	175507	144949	153994	214920	214542	277114	187609	226478	254556	160840	122131	116707	130664	283211	363767	205762	262885	392884	332989	480971	316732	138353	225944	324998	234495	211084	346913	282125	188127	394889	189533	132471	195355
4691941	4740453	4107107	5222727	5244173	6239901	6039500	5887538	4071595	4731956	5559743	3598463	3545946	3633809	2883169	4664902	6338115	5075746	7016816	7137327	9601331	9437342	6503345	3919851	4792852	6721978	4939123	4135738	5486614	6134233	5497025	6212912	4208354	4016183	4790411
1561958	1308116	971403	1293763	1418135	1680079	1583594	1407352	1422777	1643986	1837373	1088811	1366097	1397940	1193314	1542629	2039498	1523038	2972963	2544723	3629625	3451964	2336842	1666685	1686684	2513016	1559118	1417080	1827064	1982107	2230393	2151730	1483319	1641652	1480892
794112	920022	777616	950164	898988	1191042	1222556	1085955	668630	790838	966880	622325	567480	588294	823811	1014962	1301209	977535	1177363	1166749	1822954	1349005	875247	698082	678201	952196	784969	626768	725081	798575	927012	827093	590563	679685	633167
499779	377048	366014	468248	410849	445049	477890	511348	462994	519397	520891	319285	442380	464265	384654	500342	625405	354898	435483	634530	564733	750183	300911	391540	568404	582229	229864	476318	400804	271276	523310	676448	451442	241386	225999
64150	55660	48114	59783	48974	74313	60953	106249	38070	45481	78055	26239	34448	30760	37558	60640	61398	40188	121176	72345	161031	83553	52045	33097	51405	56742	40413	45188	68500	74919	78487	27820	31317	65087	63467
270903	393673	348927	381453	315267	404376	413181	409186	257958	298497	356523	233971	284212	294310	264052	302625	452477	364137	712185	593268	963212	790165	521008	394672	466050	585412	398836	400455	431871	469698	550681	482534	380947	440185	352636
194451	254013	232938	295175	242891	255925	262186	313259	187661	220738	284146	201361	206019	217124	172518	214376	308813	225057	525910	408771	643253	552857	368900	292761	290262	403765	279729	268194	313819	356947	385944	328076	254690	270884	242976
219303	173748	135449	161537	164920	211277	212303	211754	190909	192967	237236	126080	149012	156490	154707	157748	207913	200763	394959	352468	469565	325384	271713	157540	132221	251431	202547	124724	194803	263552	229233	225053	141822	212584	210324
115574	179891	112405	132608	115676	108116	102090	168649	89097	106571	142992	95565	104696	125725	110458	125653	159300	133628	232431	204931	322835	292929	196550	151359	142450	219675	148803	157709	157730	175074	194248	122289	117271	139973	137970
346401	448059	375474	437930	500602	643091	614948	490643	309227	383365	473954	364795	334390	346100	315225	385466	513590	397597	984048	838358	1349848	999585	675930	444477	433588	674870	570460	374340	519554	682906	697334	526683	375269	544194	523502
599363	508278	326502	416009	445592	578795	504210	689927	598209	670402	745593	324686	545058	563193	475348	500847	702074	651175	1168740	1145569	1564318	1539044	958004	740189	739495	1112163	825788	646134	827690	926662	865349	767669	545791	596805	717939
175717	196809	215525	215863	230768	252078	247758	234873	183224	199962	243597	104308	154990	161810	211406	168381	228214	177113	395061	375368	520989	451199	279785	228660	215426	309214	214747	196187	229557	273404	311433	242929	168006	215734	202946
2787709	3613485	1945590	2106762	2385456	3312162	3308552	4379384	2107737	2463588	2831452	1800676	2275204	2368297	1871325	2149681	3051196	2876387	4912629	4767699	5896721	5274171	3130304	2924086	2899535	3851206	3213711	2500039	3152977	3793987	4008581	3564509	2418251	2931059	2263206
442267	558817	419020	337951	365435	711005	654558	611789	349151	443446	380013	296470	290754	272890	271902	320896	525617	349245	658717	666186	1010500	894993	534782	361434	414622	649698	390294	333994	410507	473350	604991	496526	295033	454111	302435
137452	212374	154340	105102	80603	323033	296336	274275	149850	182182	91775	86536	103790	98244	110930	104668	230236	118750	236683	252964	348303	345248	223524	110798	125729	258837	152134	100580	145090	180268	211827	155051	79313	171835	111238
23542	30985	24920	31169	34222	32667	35029	31430	25333	28165	32910	23226	18514	20529	21249	22357	32111	27883	47816	37450	59584	54074	36824	29899	30047	42093	28087	26701	32407	32711	37309	33217	21435	26085	29600
332769	365361	323619	416012	496373	422122	425193	402168	411088	452233	518783	290048	317671	356860	332583	333915	408085	322798	651911	635474	760465	544749	378920	406411	314294	415758	315978	279985	424694	387391	450378	435986	330861	406687	305566
6484	5467	6936	7140	7603	9629	8540	10442	7059	8214	10831	4525	23885	15624	12276	12784	15027	17189	10540	20426	16020	11359	12060	12922	8403	10599	12175	8749	13207	10591	7954	13198	8197	3387	7336
87906	117955	89100	106738	109201	134501	135731	128011	87955	96251	123667	75981	81067	93445	73035	90443	120133	110414	180403	180165	251390	191439	137489	112759	106955	151875	104514	91455	126944	131190	153171	134590	96059	114652	96638
74321	154285	183412	193853	178528	207986	211710	139407	156753	183477	248273	92786	178734	180935	153944	121137	175967	147085	142665	235386	173759	187748	124344	145096	82345	126269	78164	69582	154445	88088	104875	184736	132987	165292	67505
138287	163884	193383	221355	243385	268946	238663	190843	262203	297117	315851	157380	196429	191024	177692	166630	231175	185432	255853	317779	321695	220432	158175	220884	142833	162821	119566	116156	215880	150164	182204	222114	164731	176195	121677
175412	221357	218834	258329	275909	248194	274327	241656	194184	213754	265480	159739	184767	178898	167787	185766	253884	188898	310811	309791	411838	351458	256730	197076	169654	254656	164677	159616	225114	211637	238649	235287	160902	213784	147234
130686	272650	103550	93210	124226	199268	196735	257709	185634	217590	226226	96752	171510	168733	149287	127486	188669	187339	105731	208858	314855	262047	266537	154820	75843	188307	59678	59300	153519	76463	93015	168697	124279	139025	127426
2162208	1868328	1549128	1767015	1762458	2171742	2280505	2632358	2019624	2258172	2401895	1476490	1765016	1800311	1554826	1746894	2462720	1780160	3808735	3004871	5238514	3728352	2668322	2229267	2223393	2797147	1564243	1883692	2136533	2019674	2976405	2396084	1990750	2320898	1769487
170763	266558	180103	362395	337735	271730	246345	199525	201996	226725	306730	231847	123174	122377	142668	194849	305476	198087	253713	456719	749425	275016	180238	249753	163991	220380	190081	201561	228441	241232	293611	282845	116881	231987	202117
636153	685642	457376	527223	517209	696240	643378	742409	602227	729502	645073	427957	502396	535957	418906	408316	636039	535545	1130854	651144	1448477	956636	677774	639686	631698	624294	306181	543935	522861	377191	809871	506414	476130	604764	480599
18967	22720	21550	31310	33320	33889	34292	28288	25378	18874	25145	17662	22458	21463	18248	19685	21495	20268	42151	35430	57302	54654	35145	31064	26619	39876	18843	30023	32719	23224	41603	28984	26739	25443	28712
1671980	2050771	1724372	2179475	2062020	2408981	2348718	2318608	1794364	2112494	2360880	1716071	1908023	1949144	1490061	1577582	2264666	2391290	4111788	3276745	5004688	4237864	2889473	2206131	2125328	2940105	1861834	1799573	2059028	2318476	2720684	2246330	1802211	2122994	1869674
166137	199639	50654	68285	67949	80372	94671	258787	151102	156527	222563	151087	257620	254163	108138	143863	177311	243743	302996	165986	371166	306736	205230	161462	176958	209721	43425	141603	154275	71972	253222	138910	150400	160717	97811
232365	330385	140897	194173	263831	460346	478430	362882	283513	350886	364913	195999	373529	394126	263747	227929	329705	348982	523099	378698	714441	652540	417604	327828	314457	449034	141587	264017	234531	174075	414293	307482	230919	289393	193308
95385	72033	112518	128384	129061	84800	78744	73896	140009	162246	210744	122664	79018	88600	209729	188673	260361	163982	129688	114045	174176	151206	252839	67266	68196	108100	82051	58768	80323	96876	89624	197552	149567	181779	69137
723819	1285469	624004	757836	835948	926566	908685	1253247	968892	1132092	1279694	682774	657641	682447	1118052	1272815	1563694	1104103	2173139	2070190	2974579	2823650	2000126	1480573	1299785	2017419	977483	1151906	1009609	1183456	1911922	1467881	1167389	1427656	1065912
108616	44105	76140	76712	75944	124765	154293	142215	71235	89820	77058	78380	139257	143126	245775	318660	293751	124015	238721	399206	277373	460342	228310	206060	59372	289831	80974	78059	103058	66417	272554	163492	88092	224419	96909
467744	1003396	556007	636007	742168	855026	895565	860510	642518	726589	941343	493133	284327	287360	689126	601808	789081	425866	1571158	1471122	2039329	1588123	915948	883673	833020	1159446	956719	692704	807688	1172764	1174691	976319	645662	815176	820548
1741209	2883564	2348197	2016869	2575986	2432893	2541982	2446673	1988399	2294130	2362064	1532887	2646691	2629219	1902753	2315173	2375342	2477163	4052429	3755481	5401084	3850806	2808918	2009273	2227658	2738741	2332694	1812339	2389016	2712024	2728173	2663533	1708543	1994193	2136990
20805	37429	19813	28293	34816	33583	36654	32251	20036	22079	39812	22503	16510	21154	19540	20194	29734	23220	55542	47703	75675	60248	39096	29503	32177	46196	25808	25962	28685	40127	44179	33322	22324	27843	24273
62558	216821	125652	129062	128628	127085	120043	153325	58130	71688	159731	129516	68985	62665	71825	77785	98649	132753	390176	149571	343687	245708	194714	119590	160573	179804	98791	130406	98556	130944	248951	223905	130753	183615	114054
50802	66679	61182	59322	72365	72228	73947	72345	48120	53132	70943	49483	44625	52832	41476	52911	64991	48153	101716	100073	150388	112434	79753	62690	66209	90308	50174	50203	60748	77289	81736	74891	54956	61191	59819
32692	47675	36142	38643	43539	58592	46458	45133	51166	55206	64018	32266	50724	61521	56106	88223	130664	105533	17678	75574	46013	178971	56946	83318	33373	105794	67156	27031	51720	69502	83513	94170	31856	58783	51454
10309	15661	10763	14029	17248	19501	18959	17672	9739	14278	20705	10211	10796	11983	9183	14026	17501	14288	26881	22778	37317	31972	24384	16402	17230	23727	11922	11859	18774	21116	23175	18820	10443	15244	18827
2043756	3575482	1988849	2417208	2574231	2939055	2993983	3336376	1811521	2066178	2833266	1829538	1650953	1652310	1349541	2184770	2988907	1871500	3897766	4217034	4887434	4339827	2909658	2242042	2350510	3126666	2289540	2006349	2682868	2856702	2811609	2782016	1981263	2287941	2065116
63797	83091	72685	86113	85044	93302	98460	93476	61771	73226	110178	94413	78340	81865	81196	97495	115835	109576	123683	164968	244433	139739	107496	109948	76634	102247	125592	68449	145121	160517	106270	97613	89359	107465	105110
29024	50349	37994	53445	60567	55802	53231	49796	38416	46698	54570	35411	48505	46369	40675	47492	61524	51790	86509	104282	135689	95530	61673	51379	53801	71729	60458	42267	63519	80481	67646	60186	43041	48600	52258
302787	326586	289403	370242	395728	432740	405474	425874	271352	310206	362026	244150	292701	294882	351180	302382	424267	339853	472251	649695	933646	508966	348525	394389	292947	369478	502610	222544	557118	601284	383274	346636	237436	294004	344175
147553	203996	159980	166207	214407	276611	243322	203511	115019	138575	136636	69665	134447	116084	140714	160781	194072	142750	252260	265112	424533	329902	166177	213058	218245	239484	195217	165048	269593	266514	223666	202338	138851	146483	182624
481212	617278	622661	670360	644926	807760	760765	596029	514256	549864	701173	481837	501541	561125	379235	459471	618972	594185	947886	1165779	1270284	1291129	707324	550844	523793	878638	808839	473620	761247	1014451	734385	824103	512906	632228	581623
8478	15606	10415	11261	12601	17202	18073	15641	10590	11137	13705	7769	10674	8786	9507	10223	17947	17459	19609	20759	25406	23536	16667	14657	14070	18988	10832	9823	13872	17337	16644	16053	7399	11603	8089
9135310	12603867	8566661	10614008	10217159	11302618	10972211	12360057	8786191	10316866	10954090	6996371	7197220	7583850	7358577	8377548	11958730	8719819	19597071	18064830	25802792	20080778	14291978	9982827	11623329	13729502	8989015	9016330	11159399	11539371	12841036	11938513	8458856	10679051	9742682
293648	605624	352089	720882	645708	399955	377264	542374	434775	443192	614686	406518	434354	489369	300901	403442	528041	386449	845670	654302	1008504	792066	606787	546893	497618	578747	419709	378911	586511	632899	742807	382270	390215	628441	326535
49181	67611	55578	104942	80824	82699	95073	71491	49829	63916	86172	47111	53094	56287	47538	50625	68457	58045	109633	99958	152628	105529	102538	72153	70518	87917	64827	54209	77882	89473	105097	86190	56006	82285	50114
5918230	7734039	5027089	6360847	5246010	5499192	5506285	7660168	5633125	6595895	6762979	3519497	4710552	4822601	4309818	5034734	7234272	5297613	11605461	10572343	14001924	11428556	8215830	6088503	6050998	7963119	5951062	4848987	6630741	7711253	7693274	8245695	5402450	5899566	5803126
82730	97881	51716	145324	87306	123500	102835	80833	89915	143150	143211	84541	48309	44203	55174	41291	122777	60475	287724	137197	223652	185455	163238	148728	49056	137657	16096	37071	55031	102096	185876	156270	69581	59387	51900
23402	30039	26364	37012	30710	40836	42132	40826	28917	27627	42356	30360	24093	25529	17582	24051	28120	27453	89651	55769	81838	102809	52390	37200	30526	86007	54169	20307	38627	38599	42511	36638	47863	35718	27353
507087	647231	432500	503726	424832	382549	356368	666560	493499	556979	540959	359115	414579	418658	349983	434474	556161	480066	961016	874144	1218492	1042695	794767	562301	526766	714454	494469	443876	596129	624054	695049	709409	471639	507113	468130
44767	27479	35978	40977	44723	43465	43257	81371	22123	53127	10572	30896	36511	34197	31415	53888	101205	41374	41052	62607	109959	111424	20771	48645	65506	77847	30586	44841	45958	31656	66454	15960	41374	61389	21284
77169	116239	88121	111346	105670	145251	136246	110004	80799	98273	119659	81158	106073	111751	99340	117056	166220	124067	463922	230615	629720	515920	191712	206650	209786	377887	186416	192424	226960	248478	353895	158063	108307	199738	197479
21481	23696	18929	25086	27985	31373	34084	30691	20699	24669	29323	15241	19480	16519	12970	18084	29359	24575	46864	43874	59525	54815	38717	25581	27480	40977	26109	22548	25677	32957	41892	30770	24118	29246	28169
362817	529116	444767	480066	457845	372070	363735	587540	478700	526822	503415	265104	306638	305651	278471	322854	445912	400850	563729	793159	723692	599524	669697	428714	375691	420754	403171	348282	455786	519127	408545	621937	467156	443976	401364
358181	591827	542562	656616	632903	522137	487682	505229	458638	500160	555289	374047	580400	600074	548750	668007	880452	723000	1359883	1231246	1548355	1347871	843401	572012	748492	943703	795755	585112	834372	940545	973904	786048	606415	802929	751929
700705	1052016	1114248	1290026	1215777	847046	873394	996799	1051255	1211435	866360	652338	1043239	1072621	984884	1113692	1554707	1496420	1900289	1852592	2542337	2223136	1693511	975494	1447580	1551571	1094041	1217274	1224980	1387240	1416661	1538599	959345	1265139	1061467
178779	237929	202461	239480	253661	177812	173890	239523	241753	280908	268294	157296	178430	179184	184218	195984	253218	258457	313521	382314	446244	344167	407583	243507	227075	247849	230053	206337	249035	296208	240632	338965	236690	241420	210578
270513	417116	270174	323500	298157	296453	295554	406708	238794	275071	352261	191777	225696	256063	185731	242736	326830	216747	649911	380073	847264	642381	393927	376993	316920	457221	353457	252859	379520	459466	459940	315503	271009	321626	326968
1361099	1882312	1444181	1704415	1505309	1360446	1364366	2052754	1559744	1836457	1840935	871816	1214317	1240943	1097015	1325279	1700459	1465758	2489434	2520181	3673182	3020128	2429455	1877185	1737363	2165524	1639400	1518076	1878498	2111991	2145125	2179183	1624099	1623644	1569363
354168	574996	484948	561502	492508	266848	279733	570268	522700	581471	495854	224190	486119	517009	433048	549961	716328	636169	1001190	994422	1500663	1222007	911593	692281	677348	846299	647996	585256	734652	841936	844978	800879	550809	665003	597777
2927537	4391402	3131963	3676925	3254305	2897564	2704168	4600624	3407600	3869660	3873889	2016584	2771743	2822368	2830172	2956408	4135480	3385790	6889055	5386388	9235022	7869648	6207254	4819954	4685961	5591654	3959632	4065513	4433770	4959073	5594489	4869799	3196597	4062140	3685803
823707	1020871	719532	901168	880657	637779	672974	1135342	922328	1009169	1030966	433528	710960	697970	813311	692984	953224	707515	1326720	1314276	1714145	1992673	1587076	1215414	1180992	1488093	1011100	1014937	1113228	1224504	1290366	1345208	787897	830227	850522
9735	11557	14050	11428	15984	14793	13893	15823	10411	10550	13508	9490	9832	9069	10024	9706	14742	11535	21284	18792	25676	24510	13294	13053	13597	18385	12542	10834	12872	13635	14766	13782	8701	12933	12103
24026	32151	25109	27923	27498	28653	28279	26416	22065	26328	29010	16113	22742	22486	16971	26128	32731	21639	45485	49511	63934	48605	41555	28569	28448	35613	26975	23414	34748	40325	37834	32811	29206	27558	25831
214247	272996	193953	256527	276426	319277	341533	226339	176469	199530	231543	222103	118295	123420	104093	122021	170193	132868	289704	247834	351405	328580	406347	443525	298126	234905	428360	241587	500308	503487	225896	516436	255040	301555	252199
18797	26789	21252	26649	31283	37761	33055	34652	22823	27840	32263	20276	16476	20159	17900	21223	31601	21765	41584	45243	53081	53805	36197	23980	24922	42275	25923	23726	28004	33394	41957	31498	22997	30421	23285
16029	25910	19239	22379	29588	24572	24136	24338	20192	18416	22834	14378	19015	13302	15658	19142	21906	22030	40552	34284	51084	39116	35386	21569	26390	32781	24207	19549	24964	27884	37974	29059	23667	25221	21030
145704	222210	175845	213869	174158	131494	141799	240654	168260	187417	190423	115334	169783	176695	127680	159169	250244	178251	258445	288561	456252	279847	296474	265950	248063	196964	210871	227548	224008	318338	184107	291681	168669	211483	124075
177542	193498	236223	265451	195216	150551	159769	297281	189373	236498	200813	82834	132767	136262	150265	134628	176065	92761	388266	248118	511990	449439	341120	287971	270362	317709	180300	230330	214896	242638	280355	344071	218227	269935	157929
12667	14441	8666	7918	15720	25159	23683	15341	9285	10747	20096	7937	9213	14346	13029	10533	16427	10813	31882	19228	44971	36136	15024	6087	11179	25174	9035	12386	10185	8412	22030	6341	9038	15832	11756
70535	113903	89415	107316	95150	95533	102368	114125	83296	101367	95968	66229	45159	47073	54672	48530	57494	55538	138169	97701	189822	155952	89134	44077	61938	105489	59169	53210	69326	76010	101110	45731	49792	67379	74752
128009	168149	131606	157013	161020	153440	136022	167904	148721	164973	157235	72196	88896	97551	103689	99590	121224	94294	265983	181020	338214	281786	159706	97379	125031	195438	103588	100208	116393	131703	191313	94437	110330	126796	100244
57551	122626	206639	241747	139028	111326	121886	207786	107015	121786	91689	94644	54943	46486	63192	72271	91837	76014	94936	282407	186409	93577	247472	183182	59195	81075	172400	51327	221549	215416	76051	363849	49602	210644	181002
427566	560215	416618	535914	518591	488017	487933	664911	454122	496700	569819	334764	485321	486711	390070	518337	682266	543148	1088351	809070	1353737	1206735	845499	589501	640576	864264	473099	520325	521497	606604	812577	596526	492190	530407	442739
374643	530754	417256	511457	532125	567854	516053	580114	384565	445916	532346	362236	475873	461620	337828	518671	689207	679693	1368170	685951	1778154	1443862	867812	630954	495270	1096180	469270	435833	468453	548843	836307	694672	526473	590298	424350
1660411	2514860	2046394	2310929	2009569	1906881	1839592	2616638	1886559	2234552	2141137	1351273	2175779	2159172	1478894	2305996	3235968	3048640	3690851	3183302	4950197	3850431	2689209	2100669	2081546	2697029	2457507	1787261	2780281	3074908	2902400	2334466	2053292	2197114	2426846
32734	29466	36724	33795	43722	55841	75996	49449	18693	30383	54655	40422	30161	22016	19346	29645	40294	44226	73646	67748	103710	59043	61522	44883	40115	37466	45355	37352	49996	61786	86095	69698	32509	58802	33601
3976	5800	4634	5997	5062	8157	5343	5577	6120	4900	6560	3467	4660	5914	4496	4320	7355	4647	10630	11539	12810	13024	6916	6260	6814	9325	4963	4676	7516	8235	9852	5636	5009	9696	5848
1901227	2666562	1421322	1657698	1559972	1552077	1711816	2671917	1869911	2125153	2521607	1092582	1906786	2039817	2246438	1662859	2188256	1729328	5345085	4431031	6579961	5897765	4021535	2921958	3114166	4169103	2373941	2608216	2445623	2972908	3780366	3552205	2473293	2904489	2216257
13656	19235	19213	19277	20078	16816	23677	23882	15355	17706	17742	13372	18541	14628	13428	18331	18978	17689	38708	37897	46280	42834	25315	22310	18689	30101	17192	20743	20238	21529	27650	26832	17355	21564	14961
9022	13668	13208	13881	17558	15170	13762	14641	11071	12365	18560	13071	11318	11873	10178	9921	16016	12494	24086	21779	26587	32588	23046	15326	15193	22752	18017	11414	18717	15762	17954	19254	13627	13851	12720
907647	1150295	859550	1018113	1012576	948783	921129	1306217	946032	1040931	1105122	593646	885950	970291	854063	801358	1151523	1086651	2243569	1662948	2804639	2211143	1713938	1088834	1104482	1542190	1118778	924216	1050625	1394437	1662212	1305445	987258	1114104	1084785
398066	450856	374811	464777	428798	531297	544869	498585	359949	411983	487031	302877	290519	303291	330619	383044	419252	335557	1149068	495932	916844	774383	714342	400809	400781	539446	436808	337346	436306	484851	556418	411769	349143	444056	376825
10848	16115	15157	14639	14092	14681	17053	12978	10972	10742	12476	9326	10574	9019	11266	11685	17078	11411	18812	14886	27619	21752	19941	12440	14500	18654	13773	13132	14452	14187	17846	13268	14615	13927	12237
240324	297532	307066	348243	305634	210777	170243	424760	329596	387030	346472	195528	243984	252154	245915	198655	250839	285334	623050	453035	877083	734198	516304	366585	358686	536137	339856	302363	308882	417667	504621	412915	323018	304228	315414
375607	555681	461775	499772	410538	392309	413042	642888	419063	489311	492046	297412	383015	403239	395331	406756	530197	385979	820107	766395	1324635	1095474	739518	471672	504548	782616	472390	421133	545652	599101	754543	648077	463643	481278	417142
139151	222713	139446	161098	147217	118939	115581	204578	163402	184260	181229	94599	166208	181322	182979	212537	261641	218278	370694	267450	457473	346136	309658	220602	208313	257061	226099	185989	191408	249768	325245	283064	148245	195070	194119
12173	21642	13372	23803	20049	21051	18747	21527	17634	17375	17153	12313	14816	14808	15113	14202	22989	16713	28732	29976	38997	43593	25202	20374	18055	24293	19432	18243	22031	23459	29338	19706	15486	22303	15771
27048	30817	24217	30026	31265	41705	35600	36287	28444	27115	37129	18766	26184	25347	18720	22159	36886	30521	50939	53307	58831	61617	47356	33894	36260	43972	28576	29151	39227	36247	41530	37858	29417	29648	29836
2296329	3409289	2539607	3095247	2473868	2422196	2341529	3642634	2517634	2994340	2994320	1703655	2681706	2809100	2467791	3016910	3912198	3007268	5909163	4991366	7377478	5725836	4477340	3375400	3203350	3940066	3205124	2700592	3441816	3981975	4325727	3906523	2322633	3159285	2970271
4630	4804	2907	3364	6011	7021	7165	3824	2693	2214	6629	7017	3273	3963	3636	6594	6966	5393	11626	9483	14872	11406	9222	4980	4506	6905	3988	5103	6573	5806	10169	6901	5414	5491	5747
35256	53475	78676	100814	72270	56923	58946	85421	59650	64653	48083	48451	47865	45280	36235	51126	77795	61571	95992	101690	157816	135536	93964	59909	60234	97656	55331	53341	69788	77131	97718	76284	59696	71081	49657
87416	112952	118451	149381	144400	120318	118787	124211	105923	120744	106168	94373	81279	89055	75889	95619	136066	121993	163548	166586	240061	204544	166304	123409	96333	152500	125495	83928	123431	149536	135316	124953	95697	113164	120345
102171	148556	129778	179223	163289	170416	136009	165977	139470	160419	148632	130290	133688	129383	124508	181022	244429	192666	295635	337755	491175	417411	292919	177933	183957	296844	211228	156838	214275	258915	303889	250150	178285	205515	195308
309962	410539	381505	439742	397344	457023	437615	465007	328497	375260	381745	272035	295563	298390	267988	310906	444133	326491	598041	567286	812739	648579	416980	325640	362175	476926	325317	324923	372424	401712	458787	415862	263309	349069	303108
85469	125378	114307	144462	120426	111224	114431	142979	98475	114487	136961	81758	131473	128112	116409	103431	135681	110906	258647	205442	297728	266057	238365	200519	205329	188739	121832	152298	131997	153397	171812	134066	135425	120179	111925
174121	238069	186568	219930	174011	197651	156132	268208	168197	196857	213657	126573	189413	198703	137212	211927	332182	247217	325470	330505	438112	502754	408139	205982	224816	364253	217548	199684	256246	263747	248934	199177	269431	182387	202619
2986369	4611882	3181374	3841444	3168518	3307016	3138010	4687056	3289571	3890947	4081367	2126036	3438210	3524783	3346132	4239667	5592719	4311762	7307607	7479256	10971682	9718657	5938891	3664100	4540428	6734220	4256437	3725148	5273748	5290913	5530147	5174744	3753207	4303588	3659062
181365	328970	202906	453915	362759	291472	273418	330011	246650	289821	360814	245509	253995	254280	127630	152738	238316	181115	147448	292242	696368	364614	102375	317931	196053	256985	163834	183201	328893	364210	405724	220752	168058	83087	73713
6825	9961	9114	10111	10337	10946	13291	15407	9449	12299	10946	4610	9264	11168	4861	8351	11674	8258	19854	17484	23843	20207	13249	7622	10156	15349	9809	8279	13485	17298	14069	13908	7997	11061	10484
