sample	hap	accession	pop	spp	region	contgroup	country
Debug_010_aegypti_Bangkok_Thailand_08	H006	Debug_010_aegypti_Bangkok_Thailand_08_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_09	H006	Debug_010_aegypti_Bangkok_Thailand_09_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_09	H006	Debug_010_aegypti_Bangkok_Thailand_09_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_10	H006	Debug_010_aegypti_Bangkok_Thailand_10_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_10	H697	Debug_010_aegypti_Bangkok_Thailand_10_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_11	H087	Debug_010_aegypti_Bangkok_Thailand_11_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_11	H006	Debug_010_aegypti_Bangkok_Thailand_11_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_13	H694	Debug_010_aegypti_Bangkok_Thailand_13_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_13	H006	Debug_010_aegypti_Bangkok_Thailand_13_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_14	H006	Debug_010_aegypti_Bangkok_Thailand_14_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_14	H006	Debug_010_aegypti_Bangkok_Thailand_14_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_15	H006	Debug_010_aegypti_Bangkok_Thailand_15_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_15	H006	Debug_010_aegypti_Bangkok_Thailand_15_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_16	H006	Debug_010_aegypti_Bangkok_Thailand_16_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_16	H006	Debug_010_aegypti_Bangkok_Thailand_16_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_17	H006	Debug_010_aegypti_Bangkok_Thailand_17_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_17	H006	Debug_010_aegypti_Bangkok_Thailand_17_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_18	H072	Debug_010_aegypti_Bangkok_Thailand_18_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_18	H045	Debug_010_aegypti_Bangkok_Thailand_18_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_19	H006	Debug_010_aegypti_Bangkok_Thailand_19_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_19	H006	Debug_010_aegypti_Bangkok_Thailand_19_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_20	H006	Debug_010_aegypti_Bangkok_Thailand_20_0	Bangkok	AAA	Asia	Asia	Thailand
Debug_010_aegypti_Bangkok_Thailand_20	H006	Debug_010_aegypti_Bangkok_Thailand_20_1	Bangkok	AAA	Asia	Asia	Thailand
Debug_aegypti_Clovis_USA_F_1	H001	Debug_aegypti_Clovis_USA_F_1_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_1	H001	Debug_aegypti_Clovis_USA_F_1_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_10	H001	Debug_aegypti_Clovis_USA_F_10_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_10	H001	Debug_aegypti_Clovis_USA_F_10_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_11	H001	Debug_aegypti_Clovis_USA_F_11_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_11	H001	Debug_aegypti_Clovis_USA_F_11_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_12	H001	Debug_aegypti_Clovis_USA_F_12_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_12	H001	Debug_aegypti_Clovis_USA_F_12_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_13	H001	Debug_aegypti_Clovis_USA_F_13_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_13	H001	Debug_aegypti_Clovis_USA_F_13_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_16	H001	Debug_aegypti_Clovis_USA_F_16_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_16	H001	Debug_aegypti_Clovis_USA_F_16_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_17	H001	Debug_aegypti_Clovis_USA_F_17_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_17	H001	Debug_aegypti_Clovis_USA_F_17_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_18	H001	Debug_aegypti_Clovis_USA_F_18_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_18	H001	Debug_aegypti_Clovis_USA_F_18_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_2	H001	Debug_aegypti_Clovis_USA_F_2_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_2	H001	Debug_aegypti_Clovis_USA_F_2_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_3	H001	Debug_aegypti_Clovis_USA_F_3_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_3	H001	Debug_aegypti_Clovis_USA_F_3_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_4	H001	Debug_aegypti_Clovis_USA_F_4_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_4	H001	Debug_aegypti_Clovis_USA_F_4_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_5	H001	Debug_aegypti_Clovis_USA_F_5_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_5	H001	Debug_aegypti_Clovis_USA_F_5_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_6	H001	Debug_aegypti_Clovis_USA_F_6_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_6	H001	Debug_aegypti_Clovis_USA_F_6_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_7	H001	Debug_aegypti_Clovis_USA_F_7_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_7	H001	Debug_aegypti_Clovis_USA_F_7_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_8	H076	Debug_aegypti_Clovis_USA_F_8_0	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_8	H030	Debug_aegypti_Clovis_USA_F_8_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_9	H001	Debug_aegypti_Clovis_USA_F_9_1	Clovis	AAA	North America	Americas	USA
Debug_aegypti_Clovis_USA_F_9	H001	Debug_aegypti_Clovis_USA_F_9_0	Clovis	AAA	North America	Americas	USA
