sample	hap	accession	pop	spp	region	contgroup	country
Debug021_aegypti_St_Croix_USVI_M_20	H001	Debug021_aegypti_St_Croix_USVI_M_20_0	Croix	AAA	Caribean	Americas	USVirginIslands
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_17	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_17_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_17	H023	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_17_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_20	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_20_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_20	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_20_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_3	H001	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_3_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_3	H001	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_3_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_4	H139	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_4_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_4	H001	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_4_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_5	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_5_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_5	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_5_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_6	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_6_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_6	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_6_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_7	H023	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_7_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_7	H003	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_7_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_8	H054	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_8_0	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_8	H024	Debug021_aegypti_Tab_Ouaga_Burkina_Faso_F_8_1	Ouaga	AAF	West Africa	Wafrica	BurkinaFaso
Debug021_aegypti_Tainan_Taiwan_F_12	H019	Debug021_aegypti_Tainan_Taiwan_F_12_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_12	H610	Debug021_aegypti_Tainan_Taiwan_F_12_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_13	H019	Debug021_aegypti_Tainan_Taiwan_F_13_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_13	H015	Debug021_aegypti_Tainan_Taiwan_F_13_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_15	H642	Debug021_aegypti_Tainan_Taiwan_F_15_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_15	H676	Debug021_aegypti_Tainan_Taiwan_F_15_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_18	H005	Debug021_aegypti_Tainan_Taiwan_F_18_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_18	H019	Debug021_aegypti_Tainan_Taiwan_F_18_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_20	H018	Debug021_aegypti_Tainan_Taiwan_F_20_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_F_20	H019	Debug021_aegypti_Tainan_Taiwan_F_20_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_1	H678	Debug021_aegypti_Tainan_Taiwan_M_1_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_1	H019	Debug021_aegypti_Tainan_Taiwan_M_1_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_10	H015	Debug021_aegypti_Tainan_Taiwan_M_10_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_10	H019	Debug021_aegypti_Tainan_Taiwan_M_10_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_3	H019	Debug021_aegypti_Tainan_Taiwan_M_3_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_3	H686	Debug021_aegypti_Tainan_Taiwan_M_3_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_4	H707	Debug021_aegypti_Tainan_Taiwan_M_4_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_4	H019	Debug021_aegypti_Tainan_Taiwan_M_4_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_5	H018	Debug021_aegypti_Tainan_Taiwan_M_5_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_5	H019	Debug021_aegypti_Tainan_Taiwan_M_5_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_6	H073	Debug021_aegypti_Tainan_Taiwan_M_6_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_6	H018	Debug021_aegypti_Tainan_Taiwan_M_6_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_7	H015	Debug021_aegypti_Tainan_Taiwan_M_7_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_7	H700	Debug021_aegypti_Tainan_Taiwan_M_7_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_8	H073	Debug021_aegypti_Tainan_Taiwan_M_8_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_8	H736	Debug021_aegypti_Tainan_Taiwan_M_8_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_9	H073	Debug021_aegypti_Tainan_Taiwan_M_9_0	Taiwan	AAA	Asia	Asia	Taiwan
Debug021_aegypti_Tainan_Taiwan_M_9	H698	Debug021_aegypti_Tainan_Taiwan_M_9_1	Taiwan	AAA	Asia	Asia	Taiwan
Debug023_aegypti_Awka_Nigeria_F_1	H332	Debug023_aegypti_Awka_Nigeria_F_1_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_1	H243	Debug023_aegypti_Awka_Nigeria_F_1_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_11	H010	Debug023_aegypti_Awka_Nigeria_F_11_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_11	H005	Debug023_aegypti_Awka_Nigeria_F_11_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_13	H353	Debug023_aegypti_Awka_Nigeria_F_13_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_13	H587	Debug023_aegypti_Awka_Nigeria_F_13_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_16	H270	Debug023_aegypti_Awka_Nigeria_F_16_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_16	H392	Debug023_aegypti_Awka_Nigeria_F_16_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_20	H112	Debug023_aegypti_Awka_Nigeria_F_20_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_20	H288	Debug023_aegypti_Awka_Nigeria_F_20_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_3	H404	Debug023_aegypti_Awka_Nigeria_F_3_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_3	H447	Debug023_aegypti_Awka_Nigeria_F_3_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_5	H112	Debug023_aegypti_Awka_Nigeria_F_5_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_5	H101	Debug023_aegypti_Awka_Nigeria_F_5_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_6	H444	Debug023_aegypti_Awka_Nigeria_F_6_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_6	H320	Debug023_aegypti_Awka_Nigeria_F_6_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_9	H533	Debug023_aegypti_Awka_Nigeria_F_9_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_F_9	H118	Debug023_aegypti_Awka_Nigeria_F_9_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_10	H443	Debug023_aegypti_Awka_Nigeria_M_10_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_10	H431	Debug023_aegypti_Awka_Nigeria_M_10_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_12	H596	Debug023_aegypti_Awka_Nigeria_M_12_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_12	H397	Debug023_aegypti_Awka_Nigeria_M_12_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_14	H546	Debug023_aegypti_Awka_Nigeria_M_14_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_14	H399	Debug023_aegypti_Awka_Nigeria_M_14_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_15	H076	Debug023_aegypti_Awka_Nigeria_M_15_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_15	H247	Debug023_aegypti_Awka_Nigeria_M_15_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_17	H034	Debug023_aegypti_Awka_Nigeria_M_17_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_17	H658	Debug023_aegypti_Awka_Nigeria_M_17_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_18	H182	Debug023_aegypti_Awka_Nigeria_M_18_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_18	H031	Debug023_aegypti_Awka_Nigeria_M_18_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_2	H197	Debug023_aegypti_Awka_Nigeria_M_2_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_2	H172	Debug023_aegypti_Awka_Nigeria_M_2_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_4	H153	Debug023_aegypti_Awka_Nigeria_M_4_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_4	H550	Debug023_aegypti_Awka_Nigeria_M_4_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_7	H425	Debug023_aegypti_Awka_Nigeria_M_7_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_7	H602	Debug023_aegypti_Awka_Nigeria_M_7_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_8	H551	Debug023_aegypti_Awka_Nigeria_M_8_0	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Awka_Nigeria_M_8	H031	Debug023_aegypti_Awka_Nigeria_M_8_1	Awka	AAF	West Africa	Wafrica	Nigeria
Debug023_aegypti_Bantata_Senegal_F_1	H217	Debug023_aegypti_Bantata_Senegal_F_1_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_1	H445	Debug023_aegypti_Bantata_Senegal_F_1_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_11	H202	Debug023_aegypti_Bantata_Senegal_F_11_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_11	H394	Debug023_aegypti_Bantata_Senegal_F_11_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_2	H545	Debug023_aegypti_Bantata_Senegal_F_2_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_2	H395	Debug023_aegypti_Bantata_Senegal_F_2_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_3	H279	Debug023_aegypti_Bantata_Senegal_F_3_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_3	H238	Debug023_aegypti_Bantata_Senegal_F_3_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_4	H382	Debug023_aegypti_Bantata_Senegal_F_4_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_4	H608	Debug023_aegypti_Bantata_Senegal_F_4_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_5	H059	Debug023_aegypti_Bantata_Senegal_F_5_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_F_5	H400	Debug023_aegypti_Bantata_Senegal_F_5_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_10	H346	Debug023_aegypti_Bantata_Senegal_M_10_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_10	H398	Debug023_aegypti_Bantata_Senegal_M_10_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_6	H510	Debug023_aegypti_Bantata_Senegal_M_6_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_6	H537	Debug023_aegypti_Bantata_Senegal_M_6_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_7	H191	Debug023_aegypti_Bantata_Senegal_M_7_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_7	H167	Debug023_aegypti_Bantata_Senegal_M_7_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_8	H264	Debug023_aegypti_Bantata_Senegal_M_8_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_8	H622	Debug023_aegypti_Bantata_Senegal_M_8_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_9	H352	Debug023_aegypti_Bantata_Senegal_M_9_1	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_Bantata_Senegal_M_9	H465	Debug023_aegypti_Bantata_Senegal_M_9_0	Bantata	AAF	West Africa	Wafrica	Senegal
Debug023_aegypti_BoabengFiema_Ghana_F_1	H634	Debug023_aegypti_BoabengFiema_Ghana_F_1_1	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_BoabengFiema_Ghana_F_1	H374	Debug023_aegypti_BoabengFiema_Ghana_F_1_0	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_BoabengFiema_Ghana_F_2	H579	Debug023_aegypti_BoabengFiema_Ghana_F_2_0	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_BoabengFiema_Ghana_F_2	H581	Debug023_aegypti_BoabengFiema_Ghana_F_2_1	Boabeng	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_11	H199	Debug023_aegypti_Kintampo_Ghana_F_11_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_11	H430	Debug023_aegypti_Kintampo_Ghana_F_11_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_12	H016	Debug023_aegypti_Kintampo_Ghana_F_12_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_12	H263	Debug023_aegypti_Kintampo_Ghana_F_12_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_15	H578	Debug023_aegypti_Kintampo_Ghana_F_15_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_15	H090	Debug023_aegypti_Kintampo_Ghana_F_15_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_16	H126	Debug023_aegypti_Kintampo_Ghana_F_16_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_16	H195	Debug023_aegypti_Kintampo_Ghana_F_16_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_17	H016	Debug023_aegypti_Kintampo_Ghana_F_17_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_17	H357	Debug023_aegypti_Kintampo_Ghana_F_17_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_20	H111	Debug023_aegypti_Kintampo_Ghana_F_20_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_20	H378	Debug023_aegypti_Kintampo_Ghana_F_20_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_4	H017	Debug023_aegypti_Kintampo_Ghana_F_4_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_4	H173	Debug023_aegypti_Kintampo_Ghana_F_4_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_9	H089	Debug023_aegypti_Kintampo_Ghana_F_9_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_F_9	H424	Debug023_aegypti_Kintampo_Ghana_F_9_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_1	H273	Debug023_aegypti_Kintampo_Ghana_M_1_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_1	H181	Debug023_aegypti_Kintampo_Ghana_M_1_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_10	H500	Debug023_aegypti_Kintampo_Ghana_M_10_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_10	H016	Debug023_aegypti_Kintampo_Ghana_M_10_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_13	H464	Debug023_aegypti_Kintampo_Ghana_M_13_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_13	H114	Debug023_aegypti_Kintampo_Ghana_M_13_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_14	H548	Debug023_aegypti_Kintampo_Ghana_M_14_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_14	H016	Debug023_aegypti_Kintampo_Ghana_M_14_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_18	H016	Debug023_aegypti_Kintampo_Ghana_M_18_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_18	H232	Debug023_aegypti_Kintampo_Ghana_M_18_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_2	H183	Debug023_aegypti_Kintampo_Ghana_M_2_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_2	H281	Debug023_aegypti_Kintampo_Ghana_M_2_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_5	H668	Debug023_aegypti_Kintampo_Ghana_M_5_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_5	H618	Debug023_aegypti_Kintampo_Ghana_M_5_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_6	H101	Debug023_aegypti_Kintampo_Ghana_M_6_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_6	H016	Debug023_aegypti_Kintampo_Ghana_M_6_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_8	H593	Debug023_aegypti_Kintampo_Ghana_M_8_0	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kintampo_Ghana_M_8	H016	Debug023_aegypti_Kintampo_Ghana_M_8_1	Kintampo	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_11	H017	Debug023_aegypti_Kumasi_Ghana_F_11_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_11	H017	Debug023_aegypti_Kumasi_Ghana_F_11_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_14	H017	Debug023_aegypti_Kumasi_Ghana_F_14_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_14	H651	Debug023_aegypti_Kumasi_Ghana_F_14_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_16	H501	Debug023_aegypti_Kumasi_Ghana_F_16_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_16	H415	Debug023_aegypti_Kumasi_Ghana_F_16_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_18	H017	Debug023_aegypti_Kumasi_Ghana_F_18_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_18	H017	Debug023_aegypti_Kumasi_Ghana_F_18_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_19	H017	Debug023_aegypti_Kumasi_Ghana_F_19_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_19	H713	Debug023_aegypti_Kumasi_Ghana_F_19_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_2	H131	Debug023_aegypti_Kumasi_Ghana_F_2_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_2	H126	Debug023_aegypti_Kumasi_Ghana_F_2_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_20	H017	Debug023_aegypti_Kumasi_Ghana_F_20_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_20	H017	Debug023_aegypti_Kumasi_Ghana_F_20_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_4	H396	Debug023_aegypti_Kumasi_Ghana_F_4_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_4	H017	Debug023_aegypti_Kumasi_Ghana_F_4_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_6	H016	Debug023_aegypti_Kumasi_Ghana_F_6_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_6	H680	Debug023_aegypti_Kumasi_Ghana_F_6_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_9	H727	Debug023_aegypti_Kumasi_Ghana_F_9_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_F_9	H204	Debug023_aegypti_Kumasi_Ghana_F_9_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_1	H017	Debug023_aegypti_Kumasi_Ghana_M_1_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_1	H017	Debug023_aegypti_Kumasi_Ghana_M_1_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_10	H714	Debug023_aegypti_Kumasi_Ghana_M_10_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_10	H016	Debug023_aegypti_Kumasi_Ghana_M_10_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_12	H366	Debug023_aegypti_Kumasi_Ghana_M_12_0	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_12	H351	Debug023_aegypti_Kumasi_Ghana_M_12_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_13	H609	Debug023_aegypti_Kumasi_Ghana_M_13_1	Kumasi	AAF	West Africa	Wafrica	Ghana
Debug023_aegypti_Kumasi_Ghana_M_13	H734	Debug023_aegypti_Kumasi_Ghana_M_13_0	Kumasi	AAF	West Africa	Wafrica	Ghana
